go_f,count,Systematic Name
ATPase-coupled intramembrane lipid transporter activity,5,"['YAL026C', 'YDR093W', 'YER166W', 'YIL048W', 'YMR162C']"
Arp2/3 complex binding,5,"['YDL146W', 'YDR063W', 'YIR006C', 'YLR429W', 'YOR181W']"
Atg12 activating enzyme activity,1,['YHR171W']
Atg12 transferase activity,1,['YLL042C']
Atg8 activating enzyme activity,1,['YHR171W']
Atg8 ligase activity,4,"['YBR217W', 'YMR159C', 'YNR007C', 'YPL149W']"
Atg8-specific protease activity,1,['YNL223W']
C-22 sterol desaturase activity,1,['YMR015C']
C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity,1,['YGL001C']
C-4 methylsterol oxidase activity,1,['YGR060W']
C-5 sterol desaturase activity,1,['YLR056W']
C-8 sterol isomerase activity,1,['YMR202W']
C-acetyltransferase activity,1,['YGR015C']
CAAX-protein geranylgeranyltransferase activity,2,"['YGL155W', 'YKL019W']"
CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity,1,['YCL004W']
CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity,1,['YPR113W']
CDP-diacylglycerol-serine O-phosphatidyltransferase activity,1,['YER026C']
CENP-A containing nucleosome binding,1,['YDL139C']
COPII adaptor activity,2,"['YGR284C', 'YHR181W']"
CP2 mannose-ethanolamine phosphotransferase activity,1,['YJL062W']
CTD phosphatase activity,4,"['YDR066C', 'YER139C', 'YMR277W', 'YNL222W']"
CTP synthase activity,2,"['YBL039C', 'YJR103W']"
CTP:3'-cytidine-tRNA cytidylyltransferase activity,1,['YER168C']
CTP:tRNA cytidylyltransferase activity,1,['YER168C']
CoA pyrophosphatase activity,1,['YLR151C']
D-amino-acid N-acetyltransferase activity,1,['YEL066W']
D-aminoacyl-tRNA deacylase activity,1,['YDL219W']
"D-arabinono-1,4-lactone oxidase activity",1,['YML086C']
D-arabinose 1-dehydrogenase (NAD) activity,1,['YMR041C']
D-arabinose 1-dehydrogenase (NADP+) activity,1,['YBR149W']
D-arabinose 1-dehydrogenase [NAD(P)+] activity,2,"['YBR149W', 'YMR041C']"
D-erythro-sphingosine kinase activity,2,"['YLR260W', 'YOR171C']"
D-lactate dehydrogenase (cytochrome) activity,3,"['YDL174C', 'YDL178W', 'YEL071W']"
D-lactate dehydrogenase activity,1,['YDL174C']
D-leucyl-tRNA(Leu) deacylase activity,1,['YDL219W']
D-loop DNA binding,2,"['YDL154W', 'YFL003C']"
D-ribulokinase activity,1,['YDR109C']
D-serine ammonia-lyase activity,2,"['YGL196W', 'YKL218C']"
D-threo-aldose 1-dehydrogenase activity,14,"['YBR149W', 'YCR107W', 'YDL124W', 'YDL243C', 'YDR368W', 'YHR104W', 'YJR096W', 'YJR155W', 'YMR041C', 'YNL331C', 'YOL165C', 'YOR120W', 'YPL088W', 'YPR127W']"
D-tyrosyl-tRNA(Tyr) deacylase activity,1,['YDL219W']
D-xylose:NADP reductase activity,1,['YHR104W']
D-xylulose reductase activity,3,"['YDL246C', 'YJR159W', 'YLR070C']"
DNA 5'-adenosine monophosphate hydrolase activity,1,['YOR258W']
DNA N-glycosylase activity,2,"['YAL015C', 'YOL043C']"
DNA binding,433,"['R0010W', 'YAL001C', 'YAL015C', 'YAL019W', 'YAL051W', 'YAR007C', 'YBL002W', 'YBL003C', 'YBL005W', 'YBL008W', 'YBL010C', 'YBL019W', 'YBL021C', 'YBL022C', 'YBL023C', 'YBL035C', 'YBL054W', 'YBL066C', 'YBL103C', 'YBR009C', 'YBR010W', 'YBR026C', 'YBR033W', 'YBR049C', 'YBR066C', 'YBR073W', 'YBR083W', 'YBR087W', 'YBR088C', 'YBR089C-A', 'YBR098W', 'YBR114W', 'YBR123C', 'YBR150C', 'YBR154C', 'YBR163W', 'YBR182C', 'YBR193C', 'YBR202W', 'YBR215W', 'YBR239C', 'YBR240C', 'YBR245C', 'YBR297W', 'YCL011C', 'YCL066W', 'YCL067C', 'YCR014C', 'YCR018C', 'YCR028C-A', 'YCR033W', 'YCR039C', 'YCR040W', 'YCR065W', 'YCR066W', 'YCR087C-A', 'YCR092C', 'YCR096C', 'YCR097W', 'YCR106W', 'YDL002C', 'YDL020C', 'YDL056W', 'YDL102W', 'YDL106C', 'YDL140C', 'YDL150W', 'YDL154W', 'YDL156W', 'YDL160C-A', 'YDL164C', 'YDL170W', 'YDL185W', 'YDL200C', 'YDL220C', 'YDL227C', 'YDR004W', 'YDR026C', 'YDR034C', 'YDR043C', 'YDR052C', 'YDR076W', 'YDR081C', 'YDR096W', 'YDR097C', 'YDR110W', 'YDR123C', 'YDR145W', 'YDR146C', 'YDR174W', 'YDR207C', 'YDR213W', 'YDR216W', 'YDR224C', 'YDR225W', 'YDR227W', 'YDR253C', 'YDR259C', 'YDR263C', 'YDR289C', 'YDR291W', 'YDR295C', 'YDR296W', 'YDR303C', 'YDR310C', 'YDR314C', 'YDR328C', 'YDR332W', 'YDR334W', 'YDR362C', 'YDR369C', 'YDR386W', 'YDR419W', 'YDR421W', 'YDR423C', 'YDR440W', 'YDR451C', 'YDR463W', 'YDR520C', 'YEL007W', 'YEL009C', 'YEL032W', 'YEL055C', 'YER028C', 'YER040W', 'YER045C', 'YER064C', 'YER088C', 'YER095W', 'YER105C', 'YER111C', 'YER130C', 'YER148W', 'YER161C', 'YER162C', 'YER164W', 'YER169W', 'YER171W', 'YER176W', 'YER179W', 'YER184C', 'YFL003C', 'YFL008W', 'YFL021W', 'YFL031W', 'YFL036W', 'YFL052W', 'YFR013W', 'YFR034C', 'YFR037C', 'YFR038W', 'YGL013C', 'YGL033W', 'YGL035C', 'YGL043W', 'YGL073W', 'YGL096W', 'YGL150C', 'YGL163C', 'YGL166W', 'YGL169W', 'YGL175C', 'YGL183C', 'YGL201C', 'YGL209W', 'YGL237C', 'YGL244W', 'YGL249W', 'YGL251C', 'YGL254W', 'YGR005C', 'YGR044C', 'YGR047C', 'YGR067C', 'YGR071C', 'YGR099W', 'YGR116W', 'YGR140W', 'YGR159C', 'YGR186W', 'YGR229C', 'YGR246C', 'YGR249W', 'YGR258C', 'YGR285C', 'YGR288W', 'YHL009C', 'YHL020C', 'YHL022C', 'YHL027W', 'YHR006W', 'YHR031C', 'YHR056C', 'YHR081W', 'YHR084W', 'YHR118C', 'YHR120W', 'YHR124W', 'YHR143W-A', 'YHR146W', 'YHR164C', 'YHR177W', 'YHR178W', 'YHR191C', 'YHR206W', 'YIL021W', 'YIL036W', 'YIL056W', 'YIL072W', 'YIL101C', 'YIL119C', 'YIL126W', 'YIL130W', 'YIL131C', 'YIL143C', 'YIR002C', 'YIR013C', 'YIR017C', 'YIR018W', 'YIR023W', 'YJL025W', 'YJL056C', 'YJL089W', 'YJL092W', 'YJL103C', 'YJL110C', 'YJL173C', 'YJL176C', 'YJL206C', 'YJR006W', 'YJR035W', 'YJR046W', 'YJR060W', 'YJR068W', 'YJR127C', 'YJR140C', 'YJR144W', 'YJR147W', 'YKL015W', 'YKL017C', 'YKL032C', 'YKL038W', 'YKL043W', 'YKL045W', 'YKL049C', 'YKL054C', 'YKL062W', 'YKL082C', 'YKL089W', 'YKL109W', 'YKL112W', 'YKL113C', 'YKL114C', 'YKL144C', 'YKL185W', 'YKL214C', 'YKL222C', 'YKR034W', 'YKR048C', 'YKR062W', 'YKR064W', 'YKR099W', 'YLL004W', 'YLL054C', 'YLR013W', 'YLR014C', 'YLR032W', 'YLR095C', 'YLR098C', 'YLR131C', 'YLR150W', 'YLR175W', 'YLR176C', 'YLR182W', 'YLR228C', 'YLR233C', 'YLR234W', 'YLR256W', 'YLR266C', 'YLR274W', 'YLR278C', 'YLR288C', 'YLR318W', 'YLR323C', 'YLR373C', 'YLR398C', 'YLR403W', 'YLR442C', 'YLR451W', 'YML007W', 'YML010W', 'YML027W', 'YML051W', 'YML061C', 'YML065W', 'YML069W', 'YML076C', 'YML081W', 'YML095C', 'YML099C', 'YML113W', 'YML127W', 'YMR005W', 'YMR016C', 'YMR019W', 'YMR021C', 'YMR037C', 'YMR039C', 'YMR042W', 'YMR043W', 'YMR044W', 'YMR048W', 'YMR072W', 'YMR074C', 'YMR078C', 'YMR094W', 'YMR106C', 'YMR111C', 'YMR114C', 'YMR136W', 'YMR137C', 'YMR168C', 'YMR176W', 'YMR182C', 'YMR201C', 'YMR213W', 'YMR228W', 'YMR241W', 'YMR280C', 'YMR284W', 'YNL007C', 'YNL027W', 'YNL030W', 'YNL031C', 'YNL068C', 'YNL088W', 'YNL102W', 'YNL103W', 'YNL113W', 'YNL151C', 'YNL167C', 'YNL206C', 'YNL215W', 'YNL216W', 'YNL218W', 'YNL239W', 'YNL248C', 'YNL262W', 'YNL273W', 'YNL290W', 'YNL312W', 'YNR063W', 'YOL005C', 'YOL006C', 'YOL012C', 'YOL028C', 'YOL043C', 'YOL067C', 'YOL086W-A', 'YOL089C', 'YOL090W', 'YOL094C', 'YOL095C', 'YOL108C', 'YOL116W', 'YOL145C', 'YOR005C', 'YOR014W', 'YOR028C', 'YOR032C', 'YOR033C', 'YOR038C', 'YOR077W', 'YOR110W', 'YOR113W', 'YOR116C', 'YOR140W', 'YOR144C', 'YOR151C', 'YOR162C', 'YOR172W', 'YOR207C', 'YOR210W', 'YOR217W', 'YOR224C', 'YOR258W', 'YOR290C', 'YOR298C-A', 'YOR304W', 'YOR330C', 'YOR337W', 'YOR341W', 'YOR344C', 'YOR346W', 'YOR358W', 'YOR363C', 'YOR368W', 'YOR380W', 'YOR386W', 'YPL007C', 'YPL008W', 'YPL016W', 'YPL022W', 'YPL024W', 'YPL038W', 'YPL075W', 'YPL082C', 'YPL089C', 'YPL127C', 'YPL128C', 'YPL133C', 'YPL167C', 'YPL177C', 'YPL194W', 'YPL230W', 'YPL248C', 'YPR008W', 'YPR010C', 'YPR013C', 'YPR019W', 'YPR022C', 'YPR052C', 'YPR065W', 'YPR104C', 'YPR110C', 'YPR162C', 'YPR175W', 'YPR179C', 'YPR186C', 'YPR187W', 'YPR190C', 'YPR196W', 'YPR199C']"
"DNA binding, bending",24,"['R0010W', 'YAL001C', 'YBR089C-A', 'YBR123C', 'YBR182C', 'YCL066W', 'YCL067C', 'YCR039C', 'YCR040W', 'YDL002C', 'YDR174W', 'YER148W', 'YGR047C', 'YGR140W', 'YKL032C', 'YMR072W', 'YMR094W', 'YMR168C', 'YNL216W', 'YOR110W', 'YPL007C', 'YPL089C', 'YPR052C', 'YPR065W']"
DNA clamp loader activity,7,"['YBR087W', 'YER173W', 'YJR068W', 'YMR078C', 'YNL290W', 'YOL094C', 'YOR217W']"
DNA end binding,3,"['YDL002C', 'YHL022C', 'YLR265C']"
DNA helicase activity,47,"['YAL019W', 'YBL023C', 'YBR073W', 'YBR202W', 'YDR190C', 'YDR291W', 'YDR334W', 'YDR545W', 'YEL032W', 'YEL077C', 'YER171W', 'YER176W', 'YER190W', 'YFL066C', 'YGL163C', 'YGL201C', 'YGL251C', 'YGR296W', 'YHR031C', 'YHR164C', 'YIL126W', 'YIL143C', 'YIL177C', 'YIR002C', 'YJL092W', 'YJL225C', 'YJR035W', 'YKL017C', 'YLL066C', 'YLL067C', 'YLR274W', 'YLR276C', 'YLR466W', 'YLR467W', 'YML061C', 'YML133C', 'YMR106C', 'YMR190C', 'YMR284W', 'YNL339C', 'YOL095C', 'YOR396W', 'YPL008W', 'YPL235W', 'YPL283C', 'YPR019W', 'YPR204W']"
DNA insertion or deletion binding,4,"['YCR092C', 'YMR167W', 'YNL082W', 'YOL090W']"
DNA ligase (ATP) activity,2,"['YDL164C', 'YOR005C']"
DNA ligase activity,2,"['YDL164C', 'YOR005C']"
DNA polymerase binding,1,['YJL090C']
DNA polymerase processivity factor activity,4,"['YBR088C', 'YBR278W', 'YDR121W', 'YPR175W']"
DNA primase activity,3,"['YFL036W', 'YIR008C', 'YKL045W']"
DNA replication origin binding,35,"['YBL023C', 'YBR060C', 'YBR202W', 'YDL074C', 'YDL132W', 'YDR052C', 'YDR099W', 'YDR226W', 'YDR310C', 'YDR328C', 'YEL032W', 'YER177W', 'YGL201C', 'YHR118C', 'YIL131C', 'YIL150C', 'YJL194W', 'YJR046W', 'YKL108W', 'YKL112W', 'YLL004W', 'YLR103C', 'YLR117C', 'YLR259C', 'YLR274W', 'YML065W', 'YMR043W', 'YNL068C', 'YNL102W', 'YNL220W', 'YNL261W', 'YOR080W', 'YPL153C', 'YPR019W', 'YPR162C']"
DNA secondary structure binding,5,"['YER161C', 'YFL008W', 'YFR031C', 'YGL249W', 'YHR153C']"
DNA topoisomerase activity,4,"['YBR073W', 'YLR234W', 'YNL088W', 'YOL006C']"
DNA topoisomerase type I activity,2,"['YLR234W', 'YOL006C']"
DNA topoisomerase type II (ATP-hydrolyzing) activity,2,"['YHL022C', 'YNL088W']"
DNA translocase activity,5,"['YBR073W', 'YGL163C', 'YIL126W', 'YIL143C', 'YOR304W']"
DNA-(apurinic or apyrimidinic site) lyase activity,5,"['YAL015C', 'YBL019W', 'YKL114C', 'YNL178W', 'YOL043C']"
DNA-3'-diphospho-5'-guanosine diphosphatase,1,['YOR258W']
DNA-3-methyladenine glycosylase activity,1,['YER142C']
DNA-3-methylguanine glycosylase activity,1,['YER142C']
DNA-7-methyladenine glycosylase activity,1,['YER142C']
DNA-7-methylguanine glycosylase activity,1,['YER142C']
DNA-binding transcription factor binding,6,"['YBR216C', 'YDR207C', 'YER022W', 'YGL181W', 'YNR009W', 'YOR028C']"
DNA-dependent ATPase activity,27,"['YAL019W', 'YBR073W', 'YBR114W', 'YBR245C', 'YCR092C', 'YDL154W', 'YDR004W', 'YDR076W', 'YDR097C', 'YER095W', 'YER164W', 'YER171W', 'YER179W', 'YFL003C', 'YFR038W', 'YGL163C', 'YGR056W', 'YHR120W', 'YIL126W', 'YJR035W', 'YJR052W', 'YLR032W', 'YOL090W', 'YOR191W', 'YOR290C', 'YOR304W', 'YPL082C']"
DNA-directed 5'-3' RNA polymerase activity,33,"['YBR154C', 'YDL140C', 'YDL150W', 'YDR045C', 'YDR156W', 'YDR404C', 'YFL036W', 'YGL070C', 'YHR143W-A', 'YIL021W', 'YIR008C', 'YJL011C', 'YJL140W', 'YJL148W', 'YJR063W', 'YKL144C', 'YKR025W', 'YNL113W', 'YNL151C', 'YNL248C', 'YNR003C', 'YOL005C', 'YOR116C', 'YOR151C', 'YOR207C', 'YOR210W', 'YOR224C', 'YOR340C', 'YOR341W', 'YPR010C', 'YPR110C', 'YPR187W', 'YPR190C']"
DNA-directed DNA polymerase activity,14,"['YBL035C', 'YCR014C', 'YDL102W', 'YDR419W', 'YEL055C', 'YIL139C', 'YJR006W', 'YJR043C', 'YNL102W', 'YNL262W', 'YOR330C', 'YOR346W', 'YPL167C', 'YPR175W']"
DNA/DNA annealing activity,1,['YML032C']
DNA/RNA helicase activity,4,"['YIL009C-A', 'YIR002C', 'YLR276C', 'YPL119C']"
ER retention sequence binding,1,['YBL040C']
FAD binding,14,"['YBL098W', 'YDL174C', 'YDL178W', 'YEL071W', 'YGL125W', 'YGL205W', 'YGR234W', 'YGR255C', 'YLR142W', 'YML086C', 'YML130C', 'YNL234W', 'YOR386W', 'YPL023C']"
FAD diphosphatase activity,1,['YMR178W']
FAD transmembrane transporter activity,4,"['YAL053W', 'YGL139W', 'YIL134W', 'YPL221W']"
FFAT motif binding,2,"['YBL091C-A', 'YER120W']"
FK506 binding,1,['YDR519W']
FMN adenylyltransferase activity,1,['YDL045C']
FMN binding,20,"['YBR035C', 'YBR052C', 'YCR004C', 'YDL171C', 'YDR032C', 'YEL047C', 'YFR030W', 'YGL148W', 'YGR017W', 'YHR042W', 'YHR179W', 'YJR051W', 'YJR137C', 'YKL088W', 'YKR072C', 'YLR011W', 'YOR054C', 'YPL171C', 'YPL207W', 'YPR048W']"
FMN reductase (NADH) activity,1,['YLR011W']
FMN reductase (NADPH) activity,1,['YLR011W']
FMN reductase activity,1,['YLR011W']
G protein activity,3,"['YGR152C', 'YNL098C', 'YOR101W']"
G-protein alpha-subunit binding,3,"['YJL080C', 'YMR116C', 'YOR212W']"
G-protein beta-subunit binding,4,"['YDR103W', 'YHR005C', 'YJR086W', 'YPR165W']"
G-protein beta/gamma-subunit complex binding,6,"['YDR183W', 'YDR264C', 'YER020W', 'YER124C', 'YHR005C', 'YOR281C']"
G-protein coupled receptor activity,3,"['YDL035C', 'YFL026W', 'YKL178C']"
G-protein coupled receptor binding,2,"['YER020W', 'YHR005C']"
G-protein gamma-subunit binding,1,['YOR212W']
G-quadruplex DNA binding,10,"['YDR369C', 'YGR081C', 'YGR159C', 'YHR031C', 'YML061C', 'YMR039C', 'YMR224C', 'YNL216W', 'YNL218W', 'YNL250W']"
G-rich strand telomeric DNA binding,1,['YDL220C']
GDP binding,6,"['YBR118W', 'YCR027C', 'YGR152C', 'YNL098C', 'YOR101W', 'YPR080W']"
"GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase activity",1,['YGL065C']
"GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase activity",1,['YGL065C']
"GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity",1,['YNL048W']
GDP-dissociation inhibitor activity,5,"['YER136W', 'YJR053W', 'YMR116C', 'YOR370C', 'YPR041W']"
GDP-mannose transmembrane transporter activity,2,"['YER039C', 'YGL225W']"
GMP 5'-nucleotidase activity,2,"['YBR242W', 'YGL101W']"
GMP synthase (glutamine-hydrolyzing) activity,2,"['YMR217W', 'YNL333W']"
GMP synthase activity,1,['YMR217W']
GPI-anchor transamidase activity,1,['YDR331W']
GTP binding,105,"['YAL035W', 'YAL036C', 'YAL048C', 'YBL033C', 'YBR025C', 'YBR118W', 'YBR164C', 'YBR179C', 'YBR264C', 'YCR002C', 'YCR027C', 'YDL055C', 'YDL060W', 'YDL137W', 'YDL192W', 'YDL225W', 'YDR172W', 'YDR218C', 'YDR292C', 'YDR336W', 'YDR385W', 'YER006W', 'YER020W', 'YER025W', 'YER031C', 'YER170W', 'YFL005W', 'YFL037W', 'YFL038C', 'YGL099W', 'YGL129C', 'YGL130W', 'YGL210W', 'YGR024C', 'YGR059W', 'YGR152C', 'YGR163W', 'YGR173W', 'YGR210C', 'YGR267C', 'YHL014C', 'YHR005C', 'YHR022C', 'YHR107C', 'YHR128W', 'YHR168W', 'YIL118W', 'YJL102W', 'YJL194W', 'YJR007W', 'YJR072C', 'YJR076C', 'YJR092W', 'YKL154W', 'YKL173W', 'YKR001C', 'YKR014C', 'YKR055W', 'YKR084C', 'YLL001W', 'YLR069C', 'YLR212C', 'YLR229C', 'YLR243W', 'YLR262C', 'YLR289W', 'YLR293C', 'YLR314C', 'YML001W', 'YML064C', 'YML085C', 'YML121W', 'YML124C', 'YMR023C', 'YMR097C', 'YMR138W', 'YNL090W', 'YNL093W', 'YNL098C', 'YNL163C', 'YNL180C', 'YNL220W', 'YNL304W', 'YNR053C', 'YOL023W', 'YOR076C', 'YOR089C', 'YOR094W', 'YOR101W', 'YOR133W', 'YOR165W', 'YOR185C', 'YOR187W', 'YOR205C', 'YOR211C', 'YOR262W', 'YPL051W', 'YPL093W', 'YPL217C', 'YPL218W', 'YPL237W', 'YPR041W', 'YPR080W', 'YPR088C', 'YPR165W']"
GTP cyclohydrolase I activity,1,['YGR267C']
GTP cyclohydrolase II activity,1,['YBL033C']
GTP diphosphatase activity,1,['YJR069C']
GTP phosphohydrolase activity,1,['YER005W']
GTP-dependent polyribonucleotide 5'-hydroxyl-kinase activity,1,['YJL087C']
GTPase activating protein binding,2,"['YAL056W', 'YOR371C']"
GTPase activator activity,56,"['YBL106C', 'YBR140C', 'YBR260C', 'YCR067C', 'YDL135C', 'YDL226C', 'YDL234C', 'YDL240W', 'YDR002W', 'YDR379W', 'YDR389W', 'YDR524C', 'YER122C', 'YER136W', 'YER155C', 'YFL027C', 'YFL047W', 'YGL164C', 'YGL181W', 'YGR057C', 'YGR100W', 'YHR035W', 'YHR182W', 'YIL044C', 'YIL063C', 'YJL044C', 'YJR053W', 'YJR138W', 'YKL092C', 'YKL176C', 'YLR335W', 'YLR452C', 'YMR055C', 'YMR192W', 'YMR235C', 'YNL204C', 'YNL293W', 'YNR026C', 'YOL081W', 'YOL112W', 'YOR070C', 'YOR107W', 'YOR127W', 'YOR134W', 'YOR349W', 'YOR370C', 'YPL070W', 'YPL115C', 'YPL161C', 'YPL241C', 'YPL242C', 'YPL249C', 'YPR032W', 'YPR041W', 'YPR088C', 'YPR181C']"
GTPase activity,88,"['YAL035W', 'YAL036C', 'YAL048C', 'YBR118W', 'YBR164C', 'YBR179C', 'YBR264C', 'YCR002C', 'YCR027C', 'YDL060W', 'YDL137W', 'YDL192W', 'YDL225W', 'YDR172W', 'YDR218C', 'YDR292C', 'YDR385W', 'YER006W', 'YER020W', 'YER025W', 'YER031C', 'YFL005W', 'YFL037W', 'YFL038C', 'YGL099W', 'YGL210W', 'YGR059W', 'YGR152C', 'YGR163W', 'YGR173W', 'YHR005C', 'YHR022C', 'YHR107C', 'YHR168W', 'YIL009C-A', 'YIL118W', 'YJL102W', 'YJL194W', 'YJR072C', 'YJR076C', 'YKL154W', 'YKL173W', 'YKR001C', 'YKR014C', 'YKR055W', 'YKR084C', 'YLL001W', 'YLR069C', 'YLR212C', 'YLR229C', 'YLR243W', 'YLR262C', 'YLR289W', 'YLR293C', 'YLR314C', 'YML001W', 'YML064C', 'YML085C', 'YML121W', 'YML124C', 'YMR023C', 'YMR097C', 'YMR138W', 'YMR173W', 'YNL090W', 'YNL093W', 'YNL098C', 'YNL163C', 'YNL180C', 'YNL304W', 'YNR053C', 'YOL023W', 'YOR076C', 'YOR089C', 'YOR094W', 'YOR101W', 'YOR133W', 'YOR165W', 'YOR185C', 'YOR187W', 'YOR211C', 'YOR262W', 'YPL051W', 'YPL217C', 'YPL218W', 'YPR080W', 'YPR088C', 'YPR165W']"
GTPase binding,3,"['YAL002W', 'YOR216C', 'YPR089W']"
GTPase inhibitor activity,2,"['YMR258C', 'YPL096C-A']"
GTPase regulator activity,2,"['YGL164C', 'YIL119C']"
H2A histone acetyltransferase activity,1,['YMR069W']
H3 histone acetyltransferase activity,2,"['YGR252W', 'YLL002W']"
H4 histone acetyltransferase activity,3,"['YMR069W', 'YOR244W', 'YPL001W']"
HDEL sequence binding,1,['YBL040C']
Hsp70 protein binding,8,"['YBR155W', 'YGR285C', 'YLR090W', 'YMR161W', 'YMR214W', 'YNL064C', 'YNL077W', 'YOR027W']"
Hsp90 protein binding,6,"['YBR155W', 'YDR214W', 'YGR099W', 'YKL117W', 'YNL281W', 'YOR027W']"
IMP 5'-nucleotidase activity,1,['YOR155C']
IMP cyclohydrolase activity,2,"['YLR028C', 'YMR120C']"
IMP dehydrogenase activity,3,"['YHR216W', 'YLR432W', 'YML056C']"
ITP diphosphatase activity,1,['YJR069C']
K48-linked polyubiquitin binding,1,['YHR200W']
L-alanine:2-oxoglutarate aminotransferase activity,2,"['YDR111C', 'YLR089C']"
L-allo-threonine aldolase activity,1,['YEL046C']
L-amino acid transmembrane transporter activity,2,"['YGR055W', 'YHL036W']"
L-aminoadipate-semialdehyde dehydrogenase activity,1,['YBR115C']
L-arginine transmembrane transporter activity,3,"['YBL089W', 'YER119C', 'YIL088C']"
L-ascorbic acid binding,1,['YER049W']
L-aspartate transmembrane transporter activity,2,"['YER119C', 'YPR021C']"
L-aspartate:2-oxoglutarate aminotransferase activity,2,"['YKL106W', 'YLR027C']"
L-cysteine desulfhydrase activity,1,['YAL012W']
L-cystine L-cysteine-lyase (deaminating),1,['YAL012W']
L-cystine transmembrane transporter activity,1,['YCR075C']
L-glutamate transmembrane transporter activity,4,"['YBL089W', 'YER119C', 'YIL088C', 'YPR021C']"
L-glutamine transmembrane transporter activity,3,"['YJR001W', 'YKL146W', 'YNL101W']"
L-histidine transmembrane transporter activity,3,"['YBL089W', 'YER119C', 'YIL088C']"
L-iditol 2-dehydrogenase activity,3,"['YDL246C', 'YJR159W', 'YLR070C']"
L-isoleucine transaminase activity,2,"['YHR208W', 'YJR148W']"
L-isoleucine transmembrane transporter activity,3,"['YJR001W', 'YKL146W', 'YNL101W']"
L-lactate dehydrogenase (cytochrome) activity,1,['YML054C']
L-leucine transaminase activity,2,"['YHR208W', 'YJR148W']"
L-lysine transmembrane transporter activity,3,"['YBL089W', 'YER119C', 'YIL088C']"
L-malate dehydrogenase activity,3,"['YDL078C', 'YKL085W', 'YOL126C']"
L-methionine secondary active transmembrane transporter activity,1,['YGR055W']
L-methionine transmembrane transporter activity,1,['YHL036W']
L-methionine-(R)-S-oxide reductase activity,1,['YKL069W']
L-methionine-(S)-S-oxide reductase activity,1,['YER042W']
L-ornithine transmembrane transporter activity,3,"['YBR104W', 'YOR130C', 'YPR058W']"
L-phenylalanine:2-oxoglutarate aminotransferase activity,2,"['YGL202W', 'YHR137W']"
L-phosphoserine phosphatase activity,1,['YGR208W']
L-proline transmembrane transporter activity,4,"['YCL025C', 'YDR508C', 'YKR039W', 'YOR348C']"
L-serine ammonia-lyase activity,2,"['YCL064C', 'YKL218C']"
L-serine transmembrane transporter activity,3,"['YBL089W', 'YER119C', 'YIL088C']"
L-threonine ammonia-lyase activity,2,"['YCL064C', 'YER086W']"
L-threonylcarbamoyladenylate synthase,1,['YGL169W']
L-tyrosine transmembrane transporter activity,6,"['YBL089W', 'YER119C', 'YIL088C', 'YJR001W', 'YKL146W', 'YNL101W']"
L-valine transaminase activity,2,"['YHR208W', 'YJR148W']"
LPPG:FO 2-phospho-L-lactate transferase activity,1,['YNL011C']
Lys48-specific deubiquitinase activity,2,"['YGL082W', 'YPL191C']"
Lys63-specific deubiquitinase activity,2,"['YFR004W', 'YLR073C']"
MAP kinase activity,5,"['YBL016W', 'YGR040W', 'YHR030C', 'YLR113W', 'YPR054W']"
MAP kinase kinase activity,5,"['YDL028C', 'YDL159W', 'YJL128C', 'YOR231W', 'YPL140C']"
MAP kinase kinase kinase activity,4,"['YCR073C', 'YJL095W', 'YLR362W', 'YNR031C']"
MAP kinase kinase kinase kinase activity,1,['YHL007C']
MAP kinase threonine phosphatase activity,2,"['YDL006W', 'YER089C']"
MAP kinase tyrosine phosphatase activity,1,['YIL113W']
MAP kinase tyrosine/serine/threonine phosphatase activity,1,['YIL113W']
MAP-kinase scaffold activity,6,"['YDL073W', 'YDR103W', 'YER118C', 'YJL128C', 'YLL021W', 'YLR313C']"
MCM complex binding,2,"['YBR202W', 'YEL032W']"
MutLalpha complex binding,2,"['YDR097C', 'YOL090W']"
MutSalpha complex binding,1,['YPR052C']
N(6)-L-threonylcarbamoyladenine synthase,2,"['YDL104C', 'YKR038C']"
"N,N-dimethylaniline monooxygenase activity",1,['YHR176W']
N-acetyl-gamma-glutamyl-phosphate reductase activity,1,['YER069W']
N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase activity,2,"['YBR070C', 'YGL047W']"
N-acetylglucosaminylphosphatidylinositol deacetylase activity,1,['YMR281W']
N-acetylphosphatidylethanolamine-hydrolysing phospholipase activity,1,['YPL103C']
N-acetyltransferase activity,19,"['YDR071C', 'YEL066W', 'YFL017C', 'YGR177C', 'YGR212W', 'YGR252W', 'YHR013C', 'YIR042C', 'YJL127C', 'YMR069W', 'YNL132W', 'YOR253W', 'YOR377W', 'YPL001W', 'YPL086C', 'YPL272C', 'YPR051W', 'YPR131C', 'YPR193C']"
N-acylphosphatidylethanolamine-specific phospholipase D activity,2,"['YKR031C', 'YPL103C']"
N-acyltransferase activity,2,"['YHL003C', 'YKL008C']"
N-terminal protein N-methyltransferase activity,2,"['YBR261C', 'YLR285W']"
N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity,1,['YMR020W']
