Domains,number,ID
PF08537,2,"['YLR457C', 'YPR174C']"
PF08539,2,"['YBR270C', 'YJL058C']"
PF08540,1,['YML126C']
PF08542,3,"['YJR068W', 'YNL290W', 'YOL094C']"
PF08543,5,"['YEL029C', 'YNR027W', 'YOL055C', 'YPL258C', 'YPR121W']"
PF08544,4,"['YBR020W', 'YDR009W', 'YMR208W', 'YMR220W']"
PF08546,4,"['YDL144C', 'YDR197W', 'YHR063C', 'YPL032C']"
PF08550,4,"['YBR050C', 'YDR028C', 'YFL021W', 'YNL076W']"
PF08551,1,['YOL107W']
PF08552,1,['YDR367W']
PF08553,1,['YNL212W']
PF08558,1,['YPL128C']
PF08559,1,['YIR011C']
PF08561,1,['YBR268W']
PF08564,1,['YDR168W']
PF08565,1,['YDR168W']
PF08566,1,['YKR065C']
PF08567,1,['YDR311W']
PF08568,2,"['YBR216C', 'YGL060W']"
PF08569,1,['YKL189W']
PF08571,1,['YER074W-A']
PF08572,1,['YDR473C']
PF08574,1,['YDL115C']
PF08578,1,['YDL073W']
PF08579,1,['YML091C']
PF08580,1,['YPL269W']
PF08581,1,['YCR084C']
PF08583,2,"['YBL059C-A', 'YKL137W']"
PF08585,1,['YPL024W']
PF08586,1,['YBL006C']
PF08587,1,['YDR477W']
PF08590,1,['YPL199C']
PF08591,1,['YLR437C']
PF08595,1,['YBR095C']
PF08596,2,"['YBL106C', 'YPR032W']"
PF08597,1,['YLR192C']
PF08598,2,"['YAL013W', 'YIL084C']"
PF08601,2,"['YDR423C', 'YML007W']"
PF08602,1,['YCL044C']
PF08603,1,['YNL138W']
PF08605,1,['YDR217C']
PF08606,1,['YLL036C']
PF08608,1,['YPL207W']
PF08609,1,['YBR101C']
PF08612,1,['YHR041C']
PF08613,5,"['YER059W', 'YGL134W', 'YIL050W', 'YOL001W', 'YPL219W']"
PF08614,1,['YMR159C']
PF08616,1,['YOR129C']
PF08617,1,['YML036W']
PF08618,1,['YHL020C']
PF08619,1,['YLR138W']
PF08620,1,['YDR527W']
PF08621,1,['YDR527W']
PF08622,3,"['YDR222W', 'YDR346C', 'YLR225C']"
PF08624,2,"['YFL049W', 'YMR091C']"
PF08625,1,['YLR222C']
PF08626,1,['YDR407C']
PF08628,1,['YML104C']
PF08630,1,['YDR052C']
PF08631,1,['YIL073C']
PF08632,2,"['YML109W', 'YMR273C']"
PF08633,1,['YBL093C']
PF08636,1,['YMR123W']
PF08637,1,['YPR155C']
PF08638,1,['YLR071C']
PF08639,1,['YGL113W']
PF08640,1,['YDR449C']
PF08641,1,['YPL233W']
PF08642,1,['YDL076C']
PF08643,1,['YHR017W']
PF08644,1,['YGL207W']
PF08645,1,['YMR156C']
PF08646,1,['YAR007C']
PF08647,1,['YDL074C']
PF08649,1,['YDR016C']
PF08650,1,['YDR320C-A']
PF08651,1,['YGL061C']
PF08652,2,"['YDR370C', 'YGL246C']"
PF08653,1,['YGR113W']
PF08654,1,['YKR083C']
PF08655,1,['YKL052C']
PF08656,1,['YBR233W-A']
PF08657,1,['YKR037C']
PF08658,1,['YGL163C']
PF08660,1,['YBR070C']
PF08661,1,['YJL173C']
PF08662,3,"['YBR195C', 'YGR054W', 'YOR361C']"
PF08669,1,['YDR019C']
PF08672,1,['YLR127C']
PF08676,1,['YNL082W']
PF08689,1,['YGL151W']
PF08690,1,['YER083C']
PF08691,2,"['YER038C', 'YML023C']"
PF08692,3,"['YNL295W', 'YPL159C', 'YPR151C']"
PF08693,2,"['YHR149C', 'YIL140W']"
PF08695,1,['YIL157C']
PF08696,1,['YHR164C']
PF08698,1,['YLR051C']
PF08700,2,"['YBR102C', 'YKR020W']"
PF08701,1,['YER006W']
PF08704,1,['YJL125C']
PF08711,2,"['YGL043W', 'YPR133C']"
PF08712,1,['YKL040C']
PF08728,1,['YOL063C']
PF08729,1,['YBR215W']
PF08730,1,['YML011C']
PF08731,2,"['YGL071W', 'YPL202C']"
PF08732,2,"['YDR317W', 'YER004W']"
PF08733,2,"['YNL294C', 'YOR030W']"
PF08737,1,['YDR137W']
PF08738,1,['YJL184W']
PF08740,1,['YDR375C']
PF08743,1,['YDL105W']
PF08746,1,['YLR007W']
PF08752,1,['YNL287W']
PF08766,2,"['YMR233W', 'YOR295W']"
PF08767,1,['YGR218W']
PF08771,2,"['YJR066W', 'YKL203C']"
PF08783,1,['YKL059C']
PF08784,1,['YNL312W']
PF08790,1,['YCR087C-A']
PF08797,1,['YLR032W']
PF08801,3,"['YBL079W', 'YER105C', 'YKR082W']"
PF08880,1,['YOR290C']
PF08911,1,['YLR335W']
PF08938,1,['YKR084C']
PF08953,1,['YLR429W']
PF08987,1,['YML108W']
PF08991,1,['YMR194C-B']
PF08996,1,['YNL102W']
PF09070,1,['YKL213C']
PF09072,1,['YLR262C-A']
PF09073,1,['YMR014W']
PF09074,1,['YJR021C']
PF09079,1,['YJL194W']
PF09084,4,"['YDL244W', 'YFL058W', 'YJR156C', 'YNL332W']"
PF09088,1,['YMR125W']
PF09090,1,['YMR125W']
PF09110,2,"['YBR245C', 'YOR304W']"
PF09111,2,"['YBR245C', 'YOR304W']"
PF09127,1,['YNL045W']
PF09135,2,"['YAL059W', 'YJL122W']"
PF09138,1,['YIL008W']
PF09139,1,['YGR046W']
PF09145,1,['YDR320C']
PF09159,2,"['YIR021W', 'YKL011C']"
PF09173,1,['YER025W']
PF09174,1,['YDR005C']
PF09180,1,['YHR020W']
PF09184,1,['YBL046W']
PF09197,1,['YNL216W']
PF09201,1,['YDR292C']
PF09202,1,['YNL207W']
PF09229,2,"['YDR214W', 'YNL281W']"
PF09235,1,['YCL032W']
PF09243,1,['YKL155C']
PF09261,1,['YGL156W']
PF09262,1,['YKL197C']
PF09268,1,['YGL206C']
PF09279,1,['YPL268W']
PF09280,1,['YEL037C']
PF09288,1,['YDR177W']
PF09295,4,"['YJL099W', 'YKR027W', 'YMR237W', 'YOR299W']"
PF09297,1,['YGL067W']
PF09302,2,"['YGL090W', 'YLR265C']"
PF09324,1,['YDR170C']
PF09325,1,['YKR078W']
PF09329,1,['YIL150C']
PF09333,1,['YNL242W']
PF09334,3,"['YGR171C', 'YGR264C', 'YLR382C']"
PF09335,1,['YKR088C']
PF09336,5,"['YDL126C', 'YER047C', 'YLL034C', 'YPL074W', 'YPR173C']"
PF09337,1,['YJL127C']
PF09340,1,['YJR082C']
PF09341,1,['YKR095W-A']
PF09346,1,['YGR229C']
PF09358,1,['YKL210W']
PF09359,3,"['YFL004W', 'YJL012C', 'YPL019C']"
PF09368,1,['YDL153C']
PF09369,1,['YDR291W']
PF09377,1,['YLR022C']
PF09382,1,['YMR190C']
PF09384,1,['YMR093W']
PF09402,2,"['YDR458C', 'YML034W']"
PF09415,1,['YDL160C-A']
PF09416,1,['YMR080C']
PF09419,1,['YHR100C']
PF09420,1,['YER002W']
PF09424,1,['YOR215C']
PF09426,1,['YLR093C']
PF09428,1,['YNL050C']
PF09431,1,['YDL146W']
PF09432,1,['YHR167W']
PF09435,1,['YCL012C']
PF09439,1,['YKL154W']
PF09444,1,['YCL061C']
PF09445,1,['YPL157W']
PF09446,1,['YGR105W']
PF09447,1,['YLR315W']
PF09451,1,['YJL178C']
PF09452,1,['YGR206W']
PF09453,1,['YBL008W']
PF09454,1,['YCL008C']
PF09462,1,['YLR320W']
PF09463,1,['YPR075C']
PF09468,1,['YDR279W']
PF09494,1,['YLR135W']
PF09495,1,['YLR363W-A']
PF09496,1,['YDR318W']
PF09497,1,['YCR081W']
PF09510,1,['YGR275W']
PF09511,1,['YJL087C']
PF09531,1,['YML031W']
PF09532,1,['YEL015W']
PF09597,1,['YHR059W']
PF09598,1,['YLR150W']
PF09631,1,['YMR059W']
PF09635,1,['YGR264C']
PF09637,1,['YGR104C']
PF09649,1,['YER030W']
PF09668,1,['YER143W']
PF09696,1,['YHR191C']
PF09724,1,['YCL016C']
PF09729,2,"['YEL007W', 'YHR177W']"
PF09731,1,['YKR016W']
PF09734,1,['YBR123C']
PF09736,1,['YGL174W']
PF09748,1,['YPR168W']
PF09749,1,['YLR132C']
PF09753,1,['YGL098W']
PF09754,1,['YKL206C']
PF09757,1,['YNL021W']
PF09759,1,['YCR054C']
PF09763,1,['YER008C']
PF09768,1,['YNR020C']
PF09769,1,['YGR235C']
PF09770,1,['YCR077C']
PF09774,1,['YBL107C']
PF09783,2,"['YBR105C', 'YGR066C']"
PF09784,1,['YKL138C']
PF09785,1,['YGR091W']
PF09791,1,['YPL107W']
PF09793,1,['YHR121W']
PF09794,1,['YLR114C']
PF09795,1,['YDR022C']
PF09796,1,['YHR001W-A']
PF09797,1,['YOL076W']
PF09798,1,['YDR499W']
PF09801,1,['YJL004C']
PF09802,1,['YBR171W']
PF09803,1,['YDR079W']
PF09804,1,['YKL047W']
PF09805,1,['YDR412W']
PF09809,1,['YBR282W']
PF09810,1,['YBR163W']
PF09811,2,"['YJR067C', 'YNL260C']"
PF09812,1,['YDR462W']
PF09814,1,['YJR141W']
PF09825,1,['YDL141W']
PF09830,2,"['YCL050C', 'YDR530C']"
PF09848,1,['YPL245W']
PF09949,1,['YNL094W']
PF09994,1,['YEL023C']
PF10018,1,['YOR174W']
PF10032,1,['YBR106W']
PF10033,1,['YPR185W']
PF10058,1,['YHR192W']
PF10075,1,['YFR052W']
PF10104,2,"['YGL247W', 'YHR036W']"
PF10153,1,['YGR271C-A']
PF10156,1,['YER022W']
PF10163,1,['YBR111W-A']
PF10173,1,['YDL183C']
PF10175,1,['YNR024W']
PF10176,1,['YBR290W']
PF10180,1,['YCR016W']
PF10181,1,['YNL038W']
PF10182,2,"['YDL037C', 'YIR019C']"
PF10186,1,['YBR128C']
PF10187,1,['YNL133C']
PF10190,1,['YPR153W']
PF10193,1,['YGR099W']
PF10197,1,['YNL245C']
PF10198,1,['YDR176W']
PF10203,1,['YJR034W']
PF10209,1,['YKR074W']
PF10213,1,['YDR175C']
PF10214,1,['YBL014C']
PF10215,1,['YDL232W']
PF10224,1,['YER180C-A']
PF10230,1,['YPR147C']
PF10232,1,['YBR193C']
PF10233,1,['YMR071C']
PF10236,1,['YGL129C']
PF10237,1,['YGR001C']
PF10241,1,['YGL079W']
PF10247,1,['YPL098C']
PF10256,1,['YOL110W']
PF10259,1,['YDR202C']
PF10261,2,"['YDR319C', 'YGL126W']"
PF10270,1,['YIL027C']
PF10273,1,['YLR435W']
PF10277,2,"['YCR017C', 'YKL051W']"
PF10280,1,['YMR112C']
PF10281,1,['YML128C']
PF10287,2,"['YBR162C', 'YJL171C']"
PF10288,1,['YNL119W']
PF10290,2,"['YBR162C', 'YJL171C']"
PF10291,1,['YCR030C']
PF10293,2,"['YLR454W', 'YPR117W']"
PF10294,4,"['YBR271W', 'YJR129C', 'YLR285W', 'YNL024C']"
PF10295,2,"['YGR273C', 'YMR295C']"
PF10296,2,"['YLL006W', 'YPR091C']"
PF10297,2,"['YKL109W', 'YOL028C']"
PF10300,2,"['YJL082W', 'YKR018C']"
PF10302,1,['YOR223W']
PF10303,1,['YPL260W']
PF10304,1,['YMR185W']
PF10305,2,"['YLR454W', 'YPR117W']"
PF10306,1,['YPL041C']
PF10307,1,['YMR265C']
PF10310,1,['YJL123C']
PF10311,1,['YJR118C']
PF10313,1,['YLR149C']
PF10315,1,['YIL087C']
PF10329,1,['YNL115C']
PF10330,1,['YDR169C']
PF10332,1,['YDL089W']
PF10333,1,['YNL158W']
PF10334,1,['YDL231C']
PF10336,1,['YGL250W']
PF10337,1,['YGL140C']
PF10338,1,['YBL028C']
PF10339,2,"['YGL258W', 'YOR387C']"
PF10340,1,['YGR263C']
PF10341,1,['YIL009C-A']
PF10342,2,"['YDL049C', 'YJL174W']"
PF10344,1,['YLR454W']
PF10345,1,['YER147C']
PF10347,2,"['YLR454W', 'YPR117W']"
PF10348,1,['YCR061W']
PF10350,1,['YMR259C']
PF10351,2,"['YLR454W', 'YPR117W']"
PF10354,1,['YIL096C']
PF10355,2,"['YCR061W', 'YNL237W']"
PF10356,1,['YOR305W']
PF10357,1,['YOR077W']
PF10358,1,['YBL086C']
PF10359,2,"['YLR454W', 'YPR117W']"
PF10363,1,['YMR185W']
PF10366,1,['YDL077C']
PF10367,1,['YDL077C']
PF10369,1,['YCL009C']
PF10373,2,"['YDR206W', 'YLR233C']"
PF10374,2,"['YDR206W', 'YLR233C']"
PF10375,1,['YOR216C']
PF10376,1,['YPL121C']
PF10377,1,['YPR049C']
PF10378,1,['YML117W']
PF10380,2,"['YDR223W', 'YLR223C']"
PF10382,2,"['YBR073W', 'YGR042W']"
PF10384,1,['YDL139C']
PF10392,1,['YNL051W']
PF10394,1,['YPL001W']
PF10395,1,['YGR128C']
PF10396,1,['YMR023C']
PF10397,1,['YLR359W']
PF10403,2,"['YDR314C', 'YER162C']"
PF10405,2,"['YDR314C', 'YER162C']"
PF10406,1,['YML114C']
PF10407,2,"['YJL076W', 'YKR010C']"
PF10408,1,['YDL190C']
PF10415,1,['YPL262W']
PF10417,3,"['YBL064C', 'YDR453C', 'YML028W']"
PF10419,1,['YOR110W']
PF10422,1,['YDR439W']
PF10428,1,['YOR353C']
PF10429,1,['YKL186C']
PF10431,3,"['YBR227C', 'YDR258C', 'YLL026W']"
PF10433,1,['YML049C']
PF10434,1,['YER106W']
PF10436,2,"['YGL059W', 'YIL042C']"
PF10441,1,['YJR041C']
PF10443,1,['YMR302C']
PF10445,1,['YHL026C']
PF10447,1,['YNL232W']
PF10448,2,"['YLR021W', 'YPL144W']"
PF10450,1,['YLR199C']
PF10451,1,['YDR082W']
PF10452,1,['YPL180W']
PF10453,1,['YPL193W']
PF10455,2,"['YIL041W', 'YPR148C']"
PF10466,1,['YMR174C']
PF10471,1,['YFR036W']
PF10483,1,['YHR187W']
PF10487,1,['YML103C']
PF10496,1,['YOR075W']
PF10501,1,['YKR006C']
PF10502,2,"['YMR035W', 'YMR150C']"
PF10509,2,"['YBR020W', 'YDR009W']"
PF10510,1,['YDR434W']
PF10513,2,"['YFL024C', 'YPR031W']"
PF10521,1,['YJR136C']
PF10537,2,"['YGL133W', 'YPL216W']"
PF10540,1,['YOR296W']
PF10557,2,"['YDL132W', 'YGR003W']"
PF10559,2,"['YBR283C', 'YLR378C']"
PF10567,1,['YML117W']
PF10568,1,['YMR060C']
PF10584,7,"['YGL011C', 'YGR135W', 'YGR253C', 'YML092C', 'YMR314W', 'YOL038W', 'YOR362C']"
PF10585,2,"['YDR390C', 'YKL210W']"
PF10587,1,['YAL003W']
PF10590,1,['YBR035C']
PF10596,1,['YHR165C']
PF10597,1,['YHR165C']
PF10598,1,['YHR165C']
PF10602,1,['YPR108W']
PF10607,4,"['YDR255C', 'YGL227W', 'YIL097W', 'YMR135C']"
PF10609,2,"['YGL091C', 'YIL003W']"
PF10637,1,['YER049W']
PF10638,1,['YLL003W']
PF10642,1,['YPR133W-A']
PF10644,1,['YMR211W']
PF10680,1,['YMR270C']
PF10681,1,['YMR200W']
PF10712,2,"['YAL004W', 'YDL228C']"
PF10744,1,['YPR070W']
PF10775,1,['YLR295C']
PF10780,1,['YMR225C']
PF10791,1,['YDR377W']
PF10806,1,['YHR083W']
PF10843,2,"['YER067W', 'YIL057C']"
PF10846,1,['YNL042W']
PF10863,1,['YGR251W']
PF10906,1,['YNL211C']
PF10937,1,['YFR049W']
PF10996,1,['YLR277C']
PF10998,1,['YGR149W']
PF11001,1,['YDR124W']
PF11022,1,['YOL077W-A']
PF11051,6,"['YBR015C', 'YER001W', 'YGL257C', 'YIL014W', 'YJL186W', 'YNR059W']"
PF11055,1,['YML048W']
PF11093,1,['YEL059C-A']
PF11124,1,['YJL117W']
PF11176,1,['YOR252W']
PF11214,1,['YDL005C']
PF11221,1,['YDR308C']
PF11223,1,['YDR464W']
PF11262,1,['YNL139C']
PF11312,1,['YLR063W']
PF11326,1,['YDR512C']
PF11403,2,"['YHR053C', 'YHR055C']"
PF11408,1,['YMR190C']
PF11416,1,['YLR026C']
PF11435,1,['YKL130C']
PF11464,1,['YDR323C']
PF11470,1,['YMR067C']
PF11488,1,['YPL055C']
PF11489,1,['YIR003W']
PF11496,2,"['YDR295C', 'YPR179C']"
PF11503,2,"['YCR075W-A', 'YNR034W-A']"
PF11517,1,['YGL122C']
PF11522,1,['YNL267W']
PF11526,1,['YDR228C']
PF11542,1,['YJL112W']
PF11544,1,['YKL042W']
PF11549,1,['YDL195W']
PF11561,1,['YAL027W']
PF11593,1,['YGL025C']
PF11597,1,['YDR443C']
PF11603,9,"['YEL075C', 'YER189W', 'YFL064C', 'YGR296W', 'YKR101W', 'YLR462W', 'YNL339C', 'YPL283C', 'YPR202W']"
PF11605,1,['YLR417W']
PF11610,1,['YDR103W']
PF11615,1,['YKR036C']
PF11626,1,['YNL216W']
PF11635,1,['YNL236W']
PF11640,1,['YBL088C']
PF11654,1,['YJL205C']
PF11698,1,['YPR036W']
PF11699,1,['YKL089W']
PF11700,1,['YCL038C']
PF11704,1,['YGR057C']
PF11705,1,['YNL151C']
PF11707,1,['YKL014C']
PF11708,1,['YDR088C']
PF11709,1,['YPL118W']
PF11710,1,['YDL035C']
PF11711,1,['YJL054W']
PF11712,1,['YKL119C']
PF11715,2,"['YLR429W', 'YOR272W']"
PF11717,2,"['YOR244W', 'YPR023C']"
PF11718,2,"['YLR277C', 'YOR179C']"
PF11719,1,['YKL108W']
PF11722,1,['YOL125W']
PF11732,1,['YNL139C']
PF11764,1,['YHR119W']
PF11765,2,"['YIL169C', 'YOL155C']"
PF11766,1,['YJR004C']
PF11767,1,['YHR119W']
PF11778,2,"['YDL239C', 'YNL225C']"
PF11781,1,['YJL025W']
PF11785,1,['YNL167C']
PF11788,1,['YNL252C']
PF11789,1,['YEL019C']
PF11799,1,['YOR346W']
PF11801,1,['YMR060C']
PF11815,3,"['YKR089C', 'YMR313C', 'YOR081C']"
PF11816,1,['YOL087C']
PF11831,1,['YMR213W']
PF11838,3,"['YHR047C', 'YIL137C', 'YKL157W']"
PF11861,1,['YCL054W']
PF11865,2,"['YJR066W', 'YKL203C']"
PF11882,1,['YNL127W']
PF11894,1,['YJL039C']
PF11916,1,['YLR386W']
PF11919,1,['YFL007W']
PF11923,1,['YPL009C']
PF11931,1,['YDL030W']
PF11935,1,['YAL043C']
PF11942,1,['YML010W']
PF11951,5,"['YDL170W', 'YDR034C', 'YDR213W', 'YLR228C', 'YML099C']"
PF11957,1,['YDR138W']
PF11968,1,['YBR141C']
PF11969,2,"['YLR270W', 'YOR173W']"
PF11970,1,['YDL035C']
PF11976,2,"['YDR363W', 'YDR510W']"
PF11987,2,"['YAL035W', 'YOL023W']"
PF11988,1,['YNL258C']
PF11989,1,['YNL258C']
PF12002,1,['YNL218W']
PF12009,1,['YLR318W']
PF12015,1,['YCL014W']
PF12044,1,['YIL108W']
PF12051,2,"['YGR197C', 'YJR015W']"
PF12054,1,['YPL082C']
PF12063,1,['YGL180W']
PF12074,1,['YGL195W']
PF12090,1,['YOL148C']
PF12110,1,['YGL092W']
PF12134,1,['YHR165C']
PF12146,3,"['YDL057W', 'YKL094W', 'YNL320W']"
PF12152,2,"['YGL049C', 'YGR162W']"
PF12157,1,['YGR274C']
PF12171,4,"['YDL030W', 'YLR074C', 'YNL227C', 'YOR077W']"
PF12194,1,['YDR103W']
PF12209,1,['YDR159W']
PF12220,1,['YIL061C']
PF12223,1,['YDL173W']
PF12230,1,['YJL203W']
PF12231,1,['YBR275C']
PF12234,1,['YJR033C']
PF12239,1,['YPL067C']
PF12246,1,['YNL085W']
PF12247,1,['YNL085W']
PF12253,1,['YPR018W']
PF12254,1,['YNL102W']
PF12257,1,['YJR138W']
PF12265,3,"['YBR195C', 'YEL056W', 'YMR131C']"
PF12271,1,['YHR142W']
PF12273,2,"['YBR005W', 'YDR003W']"
PF12298,1,['YGR165W']
PF12325,1,['YJR134C']
PF12326,1,['YNL080C']
PF12328,1,['YBR167C']
PF12329,1,['YJR134C']
PF12330,2,"['YBL009W', 'YGL021W']"
PF12333,1,['YHR085W']
PF12341,1,['YPR135W']
PF12348,1,['YBL034C']
PF12349,2,"['YLR450W', 'YML075C']"
PF12350,1,['YML112W']
PF12351,1,['YBR040W']
PF12352,3,"['YHL031C', 'YLR078C', 'YMR197C']"
PF12353,1,['YDR429C']
PF12397,1,['YJL109C']
PF12400,1,['YPL162C']
PF12409,1,['YOR291W']
PF12430,1,['YHR078W']
PF12436,1,['YMR304W']
PF12451,1,['YMR231W']
PF12460,1,['YIL128W']
PF12464,1,['YJL218W']
PF12465,1,['YOR157C']
PF12513,1,['YPL029W']
PF12519,1,['YAL010C']
PF12537,1,['YHR078W']
PF12539,1,['YCR086W']
PF12542,1,['YNL245C']
PF12550,5,"['YGR140W', 'YMR111C', 'YMR172W', 'YOL116W', 'YPL075W']"
PF12569,1,['YDL040C']
PF12584,1,['YMR218C']
PF12589,1,['YCR047C']
PF12597,1,['YDR231C']
PF12619,1,['YBL023C']
PF12621,2,"['YMR266W', 'YOL084W']"
PF12622,1,['YBR194W']
PF12624,1,['YLL040C']
PF12627,1,['YER168C']
PF12631,1,['YMR023C']
PF12634,1,['YMR204C']
PF12656,1,['YOR148C']
PF12659,1,['YDR082W']
PF12660,1,['YPL007C']
PF12678,2,"['YKL034W', 'YOL133W']"
PF12689,1,['YER134C']
PF12697,1,['YOR084W']
PF12701,1,['YPR129W']
PF12706,1,['YPL103C']
PF12709,1,['YOR195W']
PF12710,1,['YNL010W']
PF12716,1,['YIL040W']
PF12717,2,"['YLR272C', 'YMR076C']"
PF12718,2,"['YIL138C', 'YNL079C']"
PF12719,1,['YDR325W']
PF12722,1,['YLR436C']
PF12726,1,['YLR430W']
PF12734,2,"['YDR034W-B', 'YDR210W']"
PF12735,1,['YGR166W']
PF12738,1,['YHR154W']
PF12739,1,['YDR108W']
PF12744,2,"['YOL082W', 'YOL083W']"
PF12745,1,['YDR283C']
PF12751,1,['YNL054W']
PF12755,1,['YLR386W']
PF12756,2,"['YBR267W', 'YLR387C']"
PF12757,2,"['YKL050C', 'YMR031C']"
PF12761,1,['YNL084C']
PF12763,3,"['YBL047C', 'YIR006C', 'YNL084C']"
PF12765,1,['YDR180W']
PF12766,1,['YGR017W']
PF12767,1,['YPL254W']
PF12768,1,['YLR084C']
PF12774,1,['YKR054C']
PF12775,1,['YKR054C']
PF12777,1,['YKR054C']
PF12780,1,['YKR054C']
PF12781,1,['YKR054C']
PF12783,4,"['YDR170C', 'YEL022W', 'YJR031C', 'YNL297C']"
PF12796,9,"['YDR264C', 'YGL242C', 'YGR232W', 'YGR233C', 'YIL112W', 'YIR033W', 'YKL020C', 'YPL110C', 'YPL239W']"
PF12799,2,"['YAL021C', 'YOR353C']"
PF12807,1,['YMR012W']
PF12808,1,['YAL047C']
PF12812,1,['YNL123W']
PF12814,1,['YDR150W']
PF12815,1,['YML010W']
PF12816,1,['YAL002W']
PF12821,1,['YJL108C']
PF12824,1,['YKR085C']
PF12825,1,['YPR097W']
PF12827,1,['YAL055W']
PF12828,1,['YPR097W']
PF12829,1,['YDR296W']
PF12830,1,['YDR180W']
PF12842,1,['YCR093W']
PF12848,2,"['YER036C', 'YFR009W']"
PF12850,1,['YHR012W']
PF12856,1,['YLR102C']
PF12859,1,['YNL172W']
PF12861,1,['YDL008W']
PF12862,1,['YOR249C']
PF12874,2,"['YDL043C', 'YDL098C']"
PF12894,5,"['YBR103W', 'YGL003C', 'YGL116W', 'YLR409C', 'YML102W']"
PF12895,2,"['YBL084C', 'YKL022C']"
PF12896,1,['YDR118W']
PF12906,1,['YIL030C']
PF12921,1,['YMR282C']
PF12922,1,['YLR272C']
PF12923,1,['YCL031C']
PF12927,1,['YFL023W']
PF12928,1,['YPL083C']
PF12929,1,['YNL291C']
PF12931,2,"['YDL195W', 'YPL085W']"
PF12932,1,['YPL085W']
PF12935,1,['YPL085W']
PF12936,1,['YNL308C']
PF12937,5,"['YFL009W', 'YIL046W', 'YJL149W', 'YML088W', 'YNL311C']"
PF12949,2,"['YDR458C', 'YML034W']"
PF12998,2,"['YHR090C', 'YNL097C']"
PF12999,1,['YDR221W']
PF13000,2,"['YBR219C', 'YBR220C']"
PF13001,1,['YHL030W']
PF13002,1,['YOR322C']
PF13012,2,"['YFR004W', 'YOR261C']"
PF13015,2,"['YDR221W', 'YPR079W']"
PF13023,2,"['YBR242W', 'YGL101W']"
PF13041,2,"['YER077C', 'YGR150C']"
PF13085,1,['YLL041C']
PF13086,5,"['YER176W', 'YHR164C', 'YKL017C', 'YLR430W', 'YMR080C']"
PF13087,5,"['YER176W', 'YHR164C', 'YKL017C', 'YLR430W', 'YMR080C']"
PF13174,1,['YGR047C']
PF13176,1,['YOL145C']
PF13177,1,['YBR087W']
PF13181,10,"['YBL084C', 'YGR047C', 'YHR117W', 'YHR166C', 'YKL022C', 'YMR018W', 'YNL121C', 'YOL145C', 'YOR027W', 'YPR189W']"
PF13185,1,['YKL069W']
PF13193,3,"['YAL054C', 'YBR222C', 'YLR153C']"
PF13202,1,['YNL083W']
PF13230,1,['YNL191W']
PF13233,2,"['YDR511W', 'YIL098C']"
PF13234,2,"['YJL050W', 'YLR398C']"
PF13236,1,['YMR012W']
PF13238,1,['YDL166C']
PF13241,1,['YBR213W']
PF13242,2,"['YDL236W', 'YKR070W']"
PF13243,1,['YHR072W']
PF13245,1,['YOL095C']
PF13246,10,"['YAL026C', 'YDR038C', 'YDR039C', 'YDR040C', 'YDR093W', 'YER166W', 'YGL006W', 'YIL048W', 'YMR162C', 'YOR291W']"
PF13249,1,['YHR072W']
PF13259,1,['YLR407W']
PF13279,1,['YBR096W']
PF13299,1,['YLR115W']
PF13302,1,['YIR042C']
PF13307,2,"['YER171W', 'YPL008W']"
PF13323,2,"['YLR450W', 'YML075C']"
PF13324,1,['YLR287C']
PF13329,1,['YNL242W']
PF13336,1,['YBL015W']
PF13339,1,['YDR299W']
PF13344,2,"['YDL236W', 'YKR070W']"
PF13361,2,"['YJL092W', 'YOL095C']"
PF13365,1,['YNL123W']
PF13373,1,['YOR223W']
PF13393,2,"['YDR283C', 'YPR033C']"
PF13401,2,"['YJL194W', 'YNL261W']"
PF13409,3,"['YGR154C', 'YKR076W', 'YMR251W']"
PF13410,3,"['YGR154C', 'YKR076W', 'YMR251W']"
PF13414,1,['YHR166C']
PF13415,2,"['YHR158C', 'YPL263C']"
PF13417,1,['YLL060C']
PF13418,2,"['YGR238C', 'YOL141W']"
PF13419,8,"['YER037W', 'YER062C', 'YGL224C', 'YHR043C', 'YHR044C', 'YIL053W', 'YKL033W-A', 'YOR131C']"
PF13422,1,['YPL263C']
PF13423,1,['YGL094C']
PF13424,1,['YKL022C']
PF13430,1,['YLR326W']
PF13431,1,['YBR112C']
PF13432,3,"['YBL084C', 'YDR244W', 'YGR047C']"
PF13439,1,['YGL065C']
PF13445,1,['YLR427W']
PF13446,1,['YOR124C']
PF13450,3,"['YDR376W', 'YER014W', 'YOR356W']"
PF13452,1,['YKL182W']
PF13460,1,['YMR090W']
PF13465,1,['YPL230W']
PF13472,1,['YOR126C']
PF13476,2,"['YLR383W', 'YNL250W']"
PF13489,2,"['YDR316W', 'YOL096C']"
PF13499,6,"['YBR109C', 'YDR373W', 'YGL106W', 'YKL190W', 'YNL083W', 'YOR257W']"
PF13500,1,['YNR057C']
PF13507,1,['YGR061C']
PF13513,3,"['YBR017C', 'YLR347C', 'YMR308C']"
PF13515,2,"['YDL231C', 'YGL140C']"
PF13516,3,"['YER007W', 'YKL193C', 'YMR235C']"
PF13519,1,['YHR200W']
PF13520,5,"['YDL210W', 'YGL077C', 'YGR055W', 'YHL036W', 'YNR056C']"
PF13522,3,"['YKL104C', 'YMR084W', 'YMR300C']"
PF13534,1,['YLL041C']
